"species"
"Mollinedia triflora"
"Mollinedia uleana"
"Mollinedia widgrenii"
"Brosimum glaucum"
"Brosimum glaziovii"
"Brosimum guianense"
"Brosimum lactescens"
"Clarisia ilicifolia"
"Clarisia racemosa"
"Dorstenia appendiculata"
"Dorstenia arifolia"
"Dorstenia bahiensis"
"Dorstenia bonijesu"
"Dorstenia bowmanniana"
"Dorstenia brevipetiolata"
"Dorstenia carautae"
"Dorstenia cayapia"
"Dorstenia conceptionis"
"Dorstenia contensis"
"Dorstenia elata"
"Dorstenia hirta"
"Dorstenia maris"
"Dorstenia setosa"
"Dorstenia tentaculata"
"Dorstenia tenuis"
"Dorstenia turnerifolia"
"Dorstenia urceolata"
"Ficus arpazusa"
"Ficus bahiensis"
"Ficus cestrifolia"
"Ficus duartei"
"Ficus lagoensis"
"Ficus laureola"
"Ficus trigona"
"Ficus adhatodifolia"
"Ficus broadwayi"
"Ficus calyptroceras"
"Ficus castellviana"
"Ficus clusiifolia"
"Ficus cyclophylla"
"Ficus enormis"
"Ficus eximia"
"Ficus gomelleira"
"Ficus guaranitica"
"Ficus hirsuta"
"Ficus holosericea"
"Ficus luschnathiana"
"Ficus mathewsii"
"Ficus nymphaeifolia"
"Ficus obtusifolia"
"Ficus obtusiuscula"
"Ficus pertusa"
"Ficus pulchella"
"Helicostylis pedunculata"
"Helicostylis tomentosa"
"Maclura brasiliensis"
"Maclura tinctoria"
"Pseudolmedia hirtula"
"Pseudolmedia laevigata"
"Pseudolmedia macrophylla"
"Sorocea guilleminiana"
"Sorocea hilarii"
"Sorocea jureiana"
"Sorocea racemosa"
"Sorocea saxicola"
"Virola bicuhyba"
"Virola gardneri"
"Virola officinalis"
"Cybianthus coriaceus"
"Cybianthus gracillimus"
"Cybianthus indecorus"
"Myrsine altomontana"
"Myrsine balansae"
"Myrsine cipoensis"
"Myrsine congesta"
"Myrsine coriacea"
"Myrsine emarginella"
"Myrsine gardneriana"
"Myrsine glazioviana"
"Myrsine guianensis"
"Myrsine lancifolia"
"Myrsine lineata"
"Myrsine loefgrenii"
"Myrsine monticola"
"Myrsine parvifolia"
"Myrsine parvula"
"Myrsine rubra"
"Myrsine squarrosa"
"Myrsine umbellata"
"Myrsine venosa"
"Myrsine villosissima"
"Stylogyne depauperata"
"Stylogyne leptantha"
"Stylogyne lhotzkyana"
"Stylogyne martiana"
"Stylogyne pauciflora"
"Stylogyne sordida"
"Stylogyne warmingii"
"Accara elegans"
"Blepharocalyx eggersii"
"Blepharocalyx myriophyllus"
"Blepharocalyx salicifolius"
"Calycolpus australis"
"Calycolpus legrandii"
"Campomanesia adamantium"
"Campomanesia anemonea"
"Campomanesia aromatica"
"Campomanesia aurea"
"Campomanesia dichotoma"
"Campomanesia espiritosantensis"
"Campomanesia eugenioides"
"Campomanesia guaviroba"
"Campomanesia guazumifolia"
"Campomanesia hirsuta"
"Campomanesia laurifolia"
"Campomanesia lineatifolia"
"Campomanesia littoralis"
"Campomanesia lundiana"
"Campomanesia macrobracteolata"
"Campomanesia neriiflora"
"Campomanesia phaea"
"Campomanesia prosthecesepala"
"Campomanesia pubescens"
"Campomanesia reitziana"
"Campomanesia rufa"
"Campomanesia schlechtendaliana"
"Campomanesia sessiliflora"
"Campomanesia simulans"
"Campomanesia xanthocarpa"
"Curitiba prismatica"
"Eugenia acutata"
"Eugenia adenantha"
"Eugenia angelyana"
"Eugenia arenaria"
"Eugenia arvensis"
"Eugenia augustana"
"Eugenia ayacuchae"
"Eugenia bacopari"
"Eugenia badia"
"Eugenia bahiana"
"Eugenia bahiensis"
"Eugenia batingabranca"
"Eugenia bimarginata"
"Eugenia botequimensis"
"Eugenia brasiliensis"
"Eugenia bunchosiifolia"
"Eugenia burkartiana"
"Eugenia candolleana"
"Eugenia catharinae"
"Eugenia catharinensis"
"Eugenia cerasiflora"
"Eugenia cereja"
"Eugenia chlorocarpa"
"Eugenia chlorophylla"
"Eugenia cinerascens"
"Eugenia coccifera"
"Eugenia copacabanensis"
"Eugenia corcovadensis"
"Eugenia cymatodes"
"Eugenia dimorpha"
"Eugenia disperma"
"Eugenia dodonaeifolia"
"Eugenia dysenterica"
"Eugenia egensis"
"Eugenia ellipsoidea"
"Eugenia elongata"
"Eugenia excelsa"
"Eugenia excoriata"
"Eugenia expansa"
"Eugenia fissurata"
"Eugenia flamingensis"
"Eugenia flavescens"
"Eugenia florida"
"Eugenia francavilleana"
"Eugenia fusca"
"Eugenia gaudichaudiana"
"Eugenia gracillima"
"Eugenia grandifolia"
"Eugenia hamiltonii"
"Eugenia handroana"
"Eugenia handroi"
"Eugenia hermesiana"
"Eugenia hiemalis"
"Eugenia hirta"
"Eugenia ilhensis"
"Eugenia inversa"
"Eugenia involucrata"
"Eugenia ischnosceles"
"Eugenia itacarensis"
"Eugenia itahypensis"
"Eugenia itajurensis"
"Eugenia itapemirimensis"
"Eugenia janeirensis"
"Eugenia joenssonii"
"Eugenia kleinii"
"Eugenia lagoensis"
"Eugenia lambertiana"
"Eugenia laruotteana"
"Eugenia leonorae"
"Eugenia leptoclada"
"Eugenia ligustrina"
"Eugenia longifolia"
"Eugenia longipetiolata"
"Eugenia luschnathiana"
"Eugenia macahensis"
"Eugenia macrantha"
"Eugenia macrobracteolata"
"Eugenia macrosperma"
"Eugenia magnibracteolata"
"Eugenia magnifica"
"Eugenia malacantha"
"Eugenia mandioccensis"
"Eugenia mansoi"
"Eugenia mattosii"
"Eugenia melanogyna"
"Eugenia membranifolia"
"Eugenia modesta"
"Eugenia monosperma"
"Eugenia moonioides"
"Eugenia mosenii"
"Eugenia multicostata"
"Eugenia myrcianthes"
"Eugenia myrciariifolia"
"Eugenia neolaurifolia"
"Eugenia neomyrtifolia"
"Eugenia neosilvestris"
"Eugenia neotristis"
"Eugenia neoverrucosa"
"Eugenia nutans"
"Eugenia oeidocarpa"
"Eugenia pachnantha"
"Eugenia pachyclada"
"Eugenia pantagensis"
"Eugenia pauciflora"
"Eugenia persicifolia"
"Eugenia peruibensis"
"Eugenia pia"
"Eugenia piloensis"
"Eugenia piresiana"
"Eugenia piresii"
"Eugenia pisiformis"
"Eugenia pitanga"
"Eugenia platyphylla"
"Eugenia platysema"
"Eugenia plicata"
"Eugenia plicatocostata"
"Eugenia pluriflora"
"Eugenia prasina"
"Eugenia pruinosa"
"Eugenia pruniformis"
"Eugenia pseudomalacantha"
"Eugenia puberula"
"Eugenia pulcherrima"
"Eugenia punicifolia"
"Eugenia pyriflora"
"Eugenia pyriformis"
"Eugenia ramboi"
"Eugenia reitziana"
"Eugenia repanda"
"Eugenia rigida"
"Eugenia rostrifolia"
"Eugenia rotundicosta"
"Eugenia rugosissima"
"Eugenia schottiana"
"Eugenia sclerocalyx"
"Eugenia sessilifolia"
"Eugenia sonderiana"
"Eugenia speciosa"
"Eugenia sphenoides"
"Eugenia sphenophylla"
"Eugenia sprengelii"
"Eugenia squamiflora"
"Eugenia stenosepala"
"Eugenia stictopetala"
"Eugenia stigmatosa"
"Eugenia subamplexicaulis"
"Eugenia subavenia"
"Eugenia suberosa"
"Eugenia subreticulata"
"Eugenia subterminalis"
"Eugenia subundulata"
"Eugenia sulcata"
"Eugenia supraaxillaris"
"Eugenia guanabarina"
"Eugenia tenuipedunculata"
"Eugenia theodorae"
"Eugenia umbrosa"
"Eugenia uniflora"
"Eugenia uruguayensis"
"Eugenia vattimoana"
"Eugenia vernicosa"
"Eugenia villaenovae"
"Eugenia viridiflora"
"Eugenia widgrenii"
"Eugenia xanthoxyloides"
"Eugenia xiriricana"
"Myrceugenia acutiflora"
"Myrceugenia alpigena"
"Myrceugenia bracteosa"
"Myrceugenia brevipedicellata"
"Myrceugenia campestris"
"Myrceugenia cucullata"
"Myrceugenia euosma"
"Myrceugenia foveolata"
"Myrceugenia franciscensis"
"Myrceugenia gertii"
"Myrceugenia glaucescens"
"Myrceugenia hatschbachii"
"Myrceugenia hoehnei"
"Myrceugenia kleinii"
"Myrceugenia mesomischa"
"Myrceugenia miersiana"
"Myrceugenia myrcioides"
"Myrceugenia myrtoides"
"Myrceugenia ovalifolia"
"Myrceugenia oxysepala"
"Myrceugenia pilotantha"
"Myrceugenia reitzii"
"Myrceugenia rufescens"
"Myrceugenia scutellata"
"Myrceugenia seriatoramosa"
"Myrceugenia venosa"
"Myrcia amazonica"
"Myrcia amplexicaulis"
"Myrcia anacardiifolia"
"Myrcia anceps"
"Myrcia anomala"
"Myrcia badia"
"Myrcia bergiana"
"Myrcia bicolor"
"Myrcia brasiliensis"
"Myrcia brunnea"
"Myrcia clavija"
"Myrcia coelosepala"
"Myrcia colpodes"
"Myrcia cordiifolia"
"Myrcia crocea"
"Myrcia decorticans"
"Myrcia densa"
"Myrcia diaphana"
"Myrcia dichrophylla"
"Myrcia eriocalyx"
"Myrcia eriopus"
"Myrcia eumecephylla"
"Myrcia felisbertii"
"Myrcia fenzliana"
"Myrcia gestasiana"
"Myrcia gigantea"
"Myrcia gilsoniana"
"Myrcia glabra"
"Myrcia glazioviana"
"Myrcia grandifolia"
"Myrcia guianensis"
"Myrcia hartwegiana"
"Myrcia hatschbachii"
"Myrcia hebepetala"
"Myrcia heringii"
"Myrcia hexasticha"
"Myrcia inconspicua"
"Myrcia insularis"
"Myrcia isaiana"
"Myrcia lacunosa"
"Myrcia lasiantha"
"Myrcia laxiflora"
"Myrcia littoralis"
"Myrcia macrocarpa"
"Myrcia magnifolia"
"Myrcia maximiliana"
"Myrcia micropetala"
"Myrcia mischophylla"
"Myrcia montana"
"Myrcia morroqueimadensis"
"Myrcia multiflora"
"Myrcia mutabilis"
"Myrcia neorostrata"
"Myrcia oblongata"
"Myrcia ovata"
"Myrcia palustris"
"Myrcia perforata"
"Myrcia plusiantha"
"Myrcia polyantha"
"Myrcia pubescens"
"Myrcia pubiflora"
"Myrcia pubipetala"
"Myrcia racemosa"
"Myrcia ramuliflora"
"Myrcia retorta"
"Myrcia riodocensis"
"Myrcia robusta"
"Myrcia rubiginosa"
"Myrcia rufipes"
"Myrcia rupicola"
"Myrcia salzmannii"
"Myrcia selloi"
"Myrcia spectabilis"
"Myrcia splendens"
"Myrcia springiana"
"Myrcia stictophylla"
"Myrcia stigmatosa"
"Myrcia subavenia"
"Myrcia subcordata"
"Myrcia subsericea"
"Myrcia tenuifolia"
"Myrcia tenuivenosa"
"Myrcia thyrsoidea"
"Myrcia tijucensis"
"Myrcia tomentosa"
"Myrcia undulata"
"Myrcia variabilis"
"Myrcia vauthiereana"
"Myrcia venulosa"
"Myrcia verrucosa"
"Myrcia verticillaris"
"Myrcia vittoriana"
"Myrcia warmingiana"
"Myrcianthes cisplatensis"
"Myrcianthes gigantea"
"Myrcianthes pungens"
"Myrciaria cuspidata"
"Myrciaria delicatula"
"Myrciaria disticha"
"Myrciaria ferruginea"
"Myrciaria floribunda"
"Myrciaria glanduliflora"
"Myrciaria glazioviana"
"Myrciaria glomerata"
"Myrciaria leucadendron"
"Myrciaria pallida"
"Myrciaria pilosa"
"Myrciaria plinioides"
"Myrciaria strigipes"
"Myrciaria tenella"
"Myrrhinium atropurpureum"
"Neomitranthes amblymitra"
"Neomitranthes capivariensis"
"Neomitranthes cordifolia"
"Neomitranthes gemballae"
"Neomitranthes glomerata"
"Neomitranthes gracilis"
"Neomitranthes obscura"
"Neomitranthes obtusa"
"Neomitranthes pedicellata"
"Neomitranthes warmingiana"
"Pimenta pseudocaryophyllus"
"Plinia anonyma"
"Plinia callosa"
"Plinia cordifolia"
"Plinia edulis"
"Plinia grandifolia"
"Plinia hatschbachii"
"Plinia longiacuminata"
"Plinia marqueteana"
"Plinia martinellii"
"Plinia muricata"
"Plinia oblongata"
"Plinia phitrantha"
"Plinia rara"
"Plinia renatiana"
"Plinia rivularis"
"Plinia rogersiana"
"Plinia sebastianopolitana"
"Plinia spiciflora"
"Plinia spiritosantensis"
"Plinia subavenia"
"Psidium amplexicaule"
"Psidium australe"
"Psidium bahianum"
"Psidium cattleyanum"
"Psidium cauliflorum"
"Psidium decussatum"
"Psidium firmum"
"Psidium glaziovianum"
"Psidium grandifolium"
"Psidium guineense"
"Psidium laruotteanum"
"Psidium longipetiolatum"
"Psidium macahense"
"Psidium myrtoides"
"Psidium oblongatum"
"Psidium oblongifolium"
"Psidium oligospermum"
"Psidium ovale"
"Psidium reptans"
"Psidium riparium"
"Psidium robustum"
"Psidium rufum"
"Psidium salutare"
"Psidium sartorianum"
"Psidium striatulum"
"Psidium ubatubense"
"Siphoneugena delicata"
"Siphoneugena densiflora"
"Siphoneugena dussii"
"Siphoneugena guilfoyleiana"
"Siphoneugena kiaerskoviana"
"Siphoneugena kuhlmannii"
"Siphoneugena reitzii"
"Andradea floribunda"
"Belemia fucsioides"
"Bougainvillea glabra"
"Bougainvillea spectabilis"
"Guapira areolata"
"Guapira hirsuta"
"Guapira nitida"
"Guapira obtusata"
"Guapira opposita"
"Guapira pernambucensis"
"Guapira venosa"
"Leucaster caniflorus"
"Neea floribunda"
"Neea hermaphrodita"
"Neea hirsuta"
"Neea laxa"
"Neea macrophylla"
"Neea ovalifolia"
"Neea pendulina"
"Neea verticillata"
"Pisonia aculeata"
"Pisonia ambigua"
"Ramisia brasiliensis"
"Nymphaea amazonum"
"Nymphaea gardneriana"
"Nymphaea jamesoniana"
"Nymphaea lingulata"
"Nymphaea rudgeana"
"Nymphaea tenerinervia"
"Aptandra tubicina"
"Cathedra bahiensis"
"Cathedra rubricaulis"
"Dulacia papillosa"
"Dulacia pauciflora"
"Dulacia singularis"
"Heisteria ovata"
"Heisteria perianthomega"
"Heisteria silvianii"
"Ximenia americana"
"Chionanthus ferrugineus"
"Chionanthus filiformis"
"Chionanthus fluminensis"
"Chionanthus greenii"
"Chionanthus micranthus"
"Chionanthus subsessilis"
"Chionanthus tenuis"
"Chionanthus trichotomus"
"Agonandra excelsa"
"Agonandra fluminensis"
"Acianthera acuminatipetala"
"Acianthera adiri"
"Acianthera alborosea"
"Acianthera antennata"
"Acianthera aphthosa"
"Acianthera auriculata"
"Acianthera binotii"
"Acianthera brachiloba"
"Acianthera bragae"
"Acianthera caldensis"
"Acianthera capanemae"
"Acianthera capillaris"
"Acianthera crinita"
"Acianthera cristata"
"Acianthera cryptantha"
"Acianthera cryptophoranthoides"
"Acianthera duartei"
"Acianthera dutrae"
"Acianthera exarticulata"
"Acianthera exdrasii"
"Acianthera glanduligera"
"Acianthera glumacea"
"Acianthera gracilisepala"
"Acianthera guimaraensii"
"Acianthera heliconiscapa"
"Acianthera heringeri"
"Acianthera hoffmannseggiana"
"Acianthera hygrophila"
"Acianthera hystrix"
"Acianthera johannensis"
"Acianthera jordanensis"
"Acianthera karlii"
"Acianthera klotzschiana"
"Acianthera leptotifolia"
"Acianthera limae"
"Acianthera luteola"
"Acianthera macropoda"
"Acianthera macuconensis"
"Acianthera magalhanesii"
"Acianthera malachantha"
"Acianthera marumbyana"
"Acianthera melachyla"
"Acianthera micrantha"
"Acianthera modestissima"
"Acianthera muscicola"
"Acianthera muscosa"
"Acianthera nemorosa"
"Acianthera octophrys"
"Acianthera oligantha"
"Acianthera panduripetala"
"Acianthera papillosa"
"Acianthera pardipes"
"Acianthera pectinata"
"Acianthera prolifera"
"Acianthera pubescens"
"Acianthera purpureoviolacea"
"Acianthera ramosa"
"Acianthera recurva"
"Acianthera rostellata"
"Acianthera saundersiana"
"Acianthera saurocephala"
"Acianthera serpentula"
"Acianthera spilantha"
"Acianthera strupifolia"
"Acianthera teres"
"Acianthera translucida"
"Acianthera tricarinata"
"Acianthera tristis"
"Acianthera variegata"
"Acianthera violaceomaculata"
"Acianthera wageneriana"
"Acianthera welswindischiae"
"Anathallis adenochila"
"Anathallis bleyensis"
"Anathallis carvalhoi"
"Anathallis corticicola"
"Anathallis crebrifolia"
"Anathallis dryadum"
"Anathallis ferdinandiana"
"Anathallis fernandiana"
"Anathallis flammea"
"Anathallis gehrtii"
"Anathallis gerthatschbachii"
"Anathallis githaginea"
"Anathallis graveolens"
"Anathallis guarujaensis"
"Anathallis helmutii"
"Anathallis imbricata"
"Anathallis jordanensis"
"Anathallis kautskyi"
"Anathallis kleinii"
"Anathallis lichenophila"
"Anathallis linearifolia"
"Anathallis liparanges"
"Anathallis malmeana"
"Anathallis microblephara"
"Anathallis microphyta"
"Anathallis montipelladensis"
"Anathallis nectarifera"
"Anathallis obovata"
"Anathallis pabstii"
"Anathallis paranapiacabensis"
"Anathallis peroupavae"
"Anathallis petersiana"
"Anathallis piratiningana"
"Anathallis pubipetala"
"Anathallis pusilla"
"Anathallis puttemansii"
"Anathallis radialis"
"Anathallis reedii"
"Anathallis rubens"
"Anathallis rudolfii"
"Anathallis sclerophylla"
"Anathallis simpliciglossa"
"Anathallis sororcula"
"Anathallis spannageliana"
"Anathallis subnulla"
"Anathallis trullilabia"
"Anathallis welteri"
"Anathallis ypirangae"
"Aspasia lunata"
"Aspasia silvana"
"Aspidogyne argentea"
"Aspidogyne bidentifera"
"Aspidogyne bruxelii"
"Aspidogyne commelinoides"
"Aspidogyne decora"
"Aspidogyne fimbrillaris"
"Aspidogyne foliosa"
"Aspidogyne hylibates"
"Aspidogyne kuczynskii"
"Aspidogyne lindleyana"
"Barbosella australis"
"Barbosella cogniauxiana"
"Barbosella crassifolia"
"Barbosella dusenii"
"Barbosella gardneri"
"Barbosella macaheensis"
"Barbosella miersii"
"Barbosella spiritu"
"Barbosella trilobata"
"Baskervilla paranaensis"
"Bifrenaria atropurpurea"
"Bifrenaria aureofulva"
"Bifrenaria calcarata"
"Bifrenaria charlesworthii"
"Bifrenaria clavigera"
"Bifrenaria harrisoniae"
"Bifrenaria inodora"
"Bifrenaria mellicolor"
"Bifrenaria racemosa"
"Bifrenaria silvana"
"Bifrenaria stefanae"
"Bifrenaria tetragona"
"Bifrenaria vitellina"
"Bifrenaria wittigii"
"Brachionidium restrepioides"
"Brachystele cyclochila"
"Brachystele dilatata"
"Brachystele subfiliformis"
"Brachystele widgrenii"
"Brassavola flagellaris"
"Brassavola tuberculata"
"Brassia arachnoidea"
"Bulbophyllum arianeae"
"Bulbophyllum atropurpureum"
"Bulbophyllum campos"
"Bulbophyllum cantagallense"
"Bulbophyllum chloroglossum"
"Bulbophyllum chloropterum"
"Bulbophyllum dusenii"
"Bulbophyllum epiphytum"
"Bulbophyllum exaltatum"
"Bulbophyllum gehrtii"
"Bulbophyllum gladiatum"
"Bulbophyllum glutinosum"
"Bulbophyllum granulosum"
"Bulbophyllum kautskyi"
"Bulbophyllum macroceras"
"Bulbophyllum malachadenia"
"Bulbophyllum melloi"
"Bulbophyllum mentosum"
"Bulbophyllum meridense"
"Bulbophyllum micranthum"
"Bulbophyllum micropetaliforme"
"Bulbophyllum napellii"
"Bulbophyllum perii"
"Bulbophyllum plumosum"
"Bulbophyllum regnellii"
"Bulbophyllum teimosense"
"Bulbophyllum tripetalum"
"Bulbophyllum weddellii"
"Campylocentrum brachycarpum"
"Campylocentrum crassirhizum"
"Campylocentrum densiflorum"
"Campylocentrum grisebachii"
"Campylocentrum hirtellum"
"Campylocentrum micranthum"
"Campylocentrum neglectum"
"Campylocentrum organense"
"Campylocentrum parahybunense"
"Campylocentrum pauloense"
"Campylocentrum pernambucense"
"Campylocentrum pubirhachys"
"Campylocentrum robustum"
"Campylocentrum sellowii"
"Campylocentrum spannagelii"
"Campylocentrum ulaei"
"Campylocentrum wawrae"
"Capanemia adelaidae"
"Capanemia carinata"
"Capanemia micromera"
"Catasetum arietinum"
"Catasetum atratum"
"Catasetum cernuum"
"Catasetum discolor"
"Catasetum fimbriatum"
"Catasetum hookeri"
"Catasetum labiatum"
"Catasetum luridum"
"Catasetum macrocarpum"
"Catasetum mattosianum"
"Catasetum micranthum"
"Catasetum purum"
"Catasetum triodon"
"Catasetum uncatum"
"Cattleya amethystoglossa"
"Cattleya bicolor"
"Cattleya dormaniana"
"Cattleya forbesii"
"Cattleya granulosa"
"Cattleya guttata"
"Cattleya harrisoniana"
"Cattleya intermedia"
"Cattleya kerrii"
"Cattleya labiata"
"Cattleya loddigesii"
"Cattleya porphyroglossa"
"Cattleya schilleriana"
"Cattleya tigrina"
"Cattleya velutina"
"Cattleya warneri"
"Centroglossa castellensis"
"Centroglossa greeniana"
"Centroglossa macroceras"
"Centroglossa tripollinica"
"Chytroglossa aurata"
"Chytroglossa marileoniae"
"Chytroglossa paulensis"
"Cirrhaea dependens"
"Cirrhaea loddigesii"
"Cirrhaea longiracemosa"
"Cirrhaea nasuta"
"Cirrhaea seidelii"
"Cirrhaea silvana"
"Cleistes montana"
"Cleistes paranaensis"
"Cleistes tenuis"
"Cochleanthes flabelliformis"
"Constantia australis"
"Constantia rupestris"
"Coryanthes speciosa"
"Cranichis candida"
"Cryptarrhena guatemalensis"
"Cyanaeorchis arundinae"
"Cyanaeorchis minor"
"Cyclopogon alexandrae"
"Cyclopogon apricus"
"Cyclopogon argyrifolius"
"Cyclopogon bicolor"
"Cyclopogon calophyllus"
"Cyclopogon cearensis"
"Cyclopogon congestus"
"Cyclopogon dusenii"
"Cyclopogon dutrae"
"Cyclopogon elatus"
"Cyclopogon elegans"
"Cyclopogon graciliscapus"
"Cyclopogon hatschbachii"
"Cyclopogon iguapensis"
"Cyclopogon itatiaiensis"
"Cyclopogon longibracteatus"
"Cyclopogon multiflorus"
"Cyclopogon oliganthus"
"Cyclopogon proboscideus"
"Cyclopogon subalpestris"
"Cyclopogon trifasciatus"
"Cyclopogon variegatus"
"Cyclopogon venustus"
"Cyclopogon vittatus"
"Cyclopogon warmingii"
"Cycnoches pentadactylum"
"Cyrtopodium flavum"
"Cyrtopodium holstii"
"Cyrtopodium intermedium"
"Cyrtopodium kleinii"
"Cyrtopodium lissochiloides"
"Cyrtopodium pallidum"
"Cyrtopodium palmifrons"
"Cyrtopodium brandonianum"
"Cyrtopodium gigas"
"Cyrtopodium glutiniferum"
"Cyrtopodium parviflorum"
"Dichaea anchorifera"
"Dichaea brevicaulis"
"Dichaea bryophyla"
"Dichaea cogniauxiana"
"Dichaea mosenii"
"Dichaea pendula"
"Dichaea trulla"
"Dimerandra emarginata"
"Dryadella auriculigera"
"Dryadella aviceps"
"Dryadella crenulata"
"Dryadella edwallii"
"Dryadella espirito"
"Dryadella gomes"
"Dryadella kautskyi"
"Dryadella susanae"
"Dryadella toscanoi"
"Dryadella vitorinoi"
"Dryadella zebrina"
"Elleanthus brasiliensis"
"Elleanthus crinipes"
"Eltroplectris calcarata"
"Eltroplectris janeirensis"
"Eltroplectris kuhlmanniana"
"Eltroplectris triloba"
"Encyclia advena"
"Encyclia bracteata"
"Encyclia bragancae"
"Encyclia dichroma"
"Encyclia fowliei"
"Encyclia gallopavina"
"Encyclia oncidioides"
"Encyclia patens"
"Encyclia pauciflora"
"Encyclia spiritusanctensis"
"Encyclia unaensis"
"Epidendrum addae"
"Epidendrum ammophilum"
"Epidendrum anatipedium"
"Epidendrum armeniacum"
"Epidendrum avicula"
"Epidendrum caldense"
"Epidendrum carvalhoi"
"Epidendrum chlorinum"
"Epidendrum cinnabarinum"
"Epidendrum cooperianum"
"Epidendrum coronatum"
"Epidendrum cristatum"
"Epidendrum dendrobioides"
"Epidendrum densiflorum"
"Epidendrum denticulatum"
"Epidendrum filicaule"
"Epidendrum forcipatoides"
"Epidendrum fulgens"
"Epidendrum garciae"
"Epidendrum geniculatum"
"Epidendrum goebelii"
"Epidendrum henschenii"
"Epidendrum kautskyi"
"Epidendrum latilabrum"
"Epidendrum loefgrenii"
"Epidendrum mantiqueiranum"
"Epidendrum martianum"
"Epidendrum nocturnum"
"Epidendrum obergii"
"Epidendrum orchidiflorum"
"Epidendrum paniculosum"
"Epidendrum paranaense"
"Epidendrum proligerum"
"Epidendrum pseudodifforme"
"Epidendrum ramosum"
"Epidendrum rigidum"
"Epidendrum robustum"
"Epidendrum rodriguesii"
"Epidendrum saxatile"
"Epidendrum saximontanum"
"Epidendrum secundum"
"Epidendrum strobiliferum"
"Epidendrum tridactylum"
"Epidendrum vesicatum"
"Epidendrum waiandtii"
"Epidendrum xanthinum"
"Epidendrum zappii"
"Erycina pusilla"
"Eurystyles actinosophila"
"Eurystyles cogniauxii"
"Eurystyles crocodilus"
"Eurystyles lorenzii"
"Eurystyles rutkowskiana"
"Galeandra beyrichii"
"Galeandra montana"
"Galeandra stangeana"
"Galeottia ciliata"
"Gomesa glaziovii"
"Gomesa laxiflora"
"Gomesa recurva"
"Gongora bufonia"
"Govenia utriculata"
"Grandiphyllum auricula"
"Grandiphyllum divaricatum"
"Grandiphyllum edwallii"
"Grandiphyllum hians"
"Grobya amherstiae"
"Grobya fascifera"
"Grobya galeata"
"Grobya guieselii"
"Habenaria achalensis"
"Habenaria alpestris"
"Habenaria armata"
"Habenaria ayangannensis"
"Habenaria balansae"
"Habenaria bractescens"
"Habenaria caldensis"
"Habenaria crucifera"
"Habenaria cryptophila"
"Habenaria cultellifolia"
"Habenaria curvilabra"
"Habenaria distans"
"Habenaria drepanopetala"
"Habenaria dusenii"
"Habenaria edwallii"
"Habenaria ekmaniana"
"Habenaria exaltata"
"Habenaria fluminensis"
"Habenaria galeandriformis"
"Habenaria gnoma"
"Habenaria gourlieana"
"Habenaria gustavi"
"Habenaria habenarioides"
"Habenaria heleogena"
"Habenaria henscheniana"
"Habenaria hexaptera"
"Habenaria hydrophila"
"Habenaria inconspicua"
"Habenaria itatiayae"
"Habenaria jaguariahyvae"
"Habenaria johannensis"
"Habenaria jordanensis"
"Habenaria josephensis"
"Habenaria leptoceras"
"Habenaria leucosantha"
"Habenaria macrodactyla"
"Habenaria macronectar"
"Habenaria magdalenensis"
"Habenaria megapotamensis"
"Habenaria melanopoda"
"Habenaria modestissima"
"Habenaria montevidensis"
"Habenaria nabucoi"
"Habenaria novaesii"
"Habenaria nuda"
"Habenaria paranaensis"
"Habenaria parviflora"
"Habenaria paulistana"
"Habenaria petalodes"
"Habenaria piraquarensis"
"Habenaria pleiophylla"
"Habenaria pratensis"
"Habenaria regnellii"
"Habenaria repens"
"Habenaria rodeiensis"
"Habenaria rolfeana"
"Habenaria rotundiloba"
"Habenaria rupicola"
"Habenaria sceptrum"
"Habenaria schwackei"
"Habenaria secunda"
"Habenaria setacea"
"Habenaria trifida"
"Habenaria ulei"
"Habenaria umbraticola"
"Habenaria brachyplectron"
"Hapalorchis micranthus"
"Homalopetalum hypoleptum"
"Huntleya meleagris"
"Ionopsis utricularioides"
"Isabelia pulchella"
"Isabelia violacea"
"Isabelia virginalis"
"Jacquiniella globosa"
"Jacquiniella teretifolia"
"Koellensteinia florida"
"Koellensteinia graminea"
"Koellensteinia spiralis"
"Lankesterella caespitosa"
"Lankesterella ceracifolia"
"Lankesterella gnoma"
"Lankesterella longicollis"
"Lankesterella pilosa"
"Lankesterella spannageliana"
"Lepanthopsis densiflora"
"Lepanthopsis floripecten"
"Leptotes bicolor"
"Leptotes pauloensis"
"Leptotes pohlitinocoi"
"Leptotes tenuis"
"Leptotes unicolor"
"Liparis nervosa"
"Liparis vexillifera"
"Lockhartia lunifera"
"Loefgrenianthus blanche"
"Lyroglossa grisebachii"
"Malaxis excavata"
"Malaxis jaraguae"
"Malaxis parthonii"
"Malaxis pubescens"
"Malaxis warmingii"
"Masdevallia curtipes"
"Masdevallia discoidea"
"Masdevallia infracta"
"Maxillaria bradei"
"Maxillaria leucaimata"
"Maxillaria ochroleuca"
"Maxillaria porrecta"
"Maxillaria silvana"
"Maxillaria spiritusanctensis"
"Mesadenella atroviridis"
"Mesadenella cuspidata"
"Microchilus austrobrasiliensis"
"Microchilus lamprophyllus"
"Miltonia clowesii"
"Miltonia flavescens"
"Miltonia moreliana"
"Miltonia regnellii"
"Miltonia spectabilis"
"Myoxanthus exasperatus"
